Nota;Emissao;Dt.Cont.;CGC/CPF;Razao;eracao;Repr;Valor da Nota;Desconto;Desc.Troca;Ser;UF;Observacoes;Pedido
704058;29/01/2025;29/01/2025;3068605000102;MARINEZ OLIVEIR;132.16;437;785,83;123,53;0;2;MS;DEV.VENDA R;EF.NF CLI    547
704059;29/01/2025;29/01/2025;43437785000177;CENTRAL ATACADI;132.16;408;430,87;16,7;0;2;MS;DEV.VENDA R;EF.NF CLI    457
704060;29/01/2025;29/01/2025;55426230000109;;132.34;21;335,06;0;0;2;MS;DEV.VENDA R;EF.NF CLI   4950
704061;29/01/2025;29/01/2025;7057115000161;;132.34;17;200,94;8,88;0;2;MS;DEV.VENDA R;EF.NF CLI 810078
704062;29/01/2025;29/01/2025;3799916000141;;132.34;453;199,05;0;0;2;MS;DEV.VENDA R;EF.NF CLI 259234
704063;29/01/2025;29/01/2025;1274396001019;PORTAL ATACADO;132.34;3;2.223,03;0;0;2;MS;DEV.VENDA R;EF.NF CLI 409217
1140;17/01/2025;29/01/2025;528031000110;VALDIRENE DUTRA;132.02;17;55,21;0;0;1;MS;;0
331467;24/01/2025;29/01/2025;13143802000879;A-YOKI;212.01;0;134.707,83;0;0;1;MG;;0
331598;24/01/2025;29/01/2025;13143802000879;A-YOKI;212.01;0;77.571,44;0;0;1;MG;;0
331469;24/01/2025;29/01/2025;13143802000879;A-YOKI;299.40;0;8.844,00;0;0;1;MG;;0
331599;24/01/2025;29/01/2025;13143802000879;A-YOKI;299.40;0;6.834,00;0;0;1;MG;;0
331468;24/01/2025;29/01/2025;13143802000879;A-YOKI;299.40;0;622,8;0;0;1;MG;;0
331600;24/01/2025;29/01/2025;13143802000879;A-YOKI;299.40;0;664,32;0;0;1;MG;;0
704095;29/01/2025;29/01/2025;2740794000155;;132.16;23;175,43;0;0;2;MS;DEV.VENDA R;EF.NF CLI   3168
704096;29/01/2025;29/01/2025;10513998002044;SUPERMERCADO PI;132.16;201;560,42;22,13;0;2;MS;DEV.VENDA R;EF.NF CLI    554
4636;29/01/2025;29/01/2025;25015286000100;CGRZ;196.26;0;1.151,00;0;0;1;MS;;0
197493;29/01/2025;29/01/2025;9480223000178;PAPELARIA CULTU;196.26;0;923,3;0;0;1;MS;;0
4696;29/01/2025;30/01/2025;10278029000193;GP EMBALAGENS;196.26;0;32,5;0;0;3;MS;;0
7538;02/01/2025;30/01/2025;10513998000777;BONANCA COM ALI;132.02;120;30,39;1,5;0;1;MS;;0
27203;14/01/2025;30/01/2025;15942444000113;SUPERMERCADO EC;132.01;12;1.383,16;307,75;0;100;MS;;0
10346;20/01/2025;30/01/2025;10512855000155;REGIA COMERCIAL;132.01;403;212,97;4,15;0;2;MS;;0
43789;22/01/2025;30/01/2025;15489834000180;SUPERMECADO BOM;132.01;415;537,51;10,75;0;1;MS;;0
4385;23/01/2025;30/01/2025;9531413000762;MORENA ATACADIS;132.01;403;48,4;0;0;1;MS;;0
975;10/01/2025;30/01/2025;33768854000414;SUPERMERCADOS T;132.01;11;143,91;0;0;1;MS;;0
73984;17/01/2025;30/01/2025;3735605000119;UNIAO;132.01;8;234,35;0;0;1;MS;;0
704181;30/01/2025;30/01/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;16,21;0;0;2;MS;AJUSTE ESTO;QUE            0
2786;22/01/2025;30/01/2025;23651785000168;RCR SERVICOS;196.26;0;993,6;0;0;1;MS;;0
7428;18/12/2024;30/01/2025;10513998000777;BONANCA COM ALI;132.02;801;64,73;0;0;1;MS;;0
23351;06/01/2025;30/01/2025;15534654000415;PAG POCO;132.01;23;71,71;0;0;1;MS;;0
43639;10/01/2025;30/01/2025;15489834000180;SUPERMECADO BOM;132.01;415;116,02;0;0;1;MS;;0
43631;10/01/2025;30/01/2025;15489834000180;SUPERMECADO BOM;132.01;15;873,54;0;0;1;MS;;0
8530;15/01/2025;30/01/2025;980516000140;SUPERMERCADO BO;132.01;407;64,96;1,22;0;1;MS;;0
34433;17/01/2025;30/01/2025;16811326000139;COMERCIAL SAO J;132.01;12;299,4;0;0;1;MS;;0
11150;16/01/2025;30/01/2025;6954973000146;CARLOS BATISTA;132.01;16;119,88;28,95;0;1;MS;;0
13690;14/01/2025;30/01/2025;10389924000185;SUPERMERCADO AL;132.01;3;67,24;0;0;2;MS;;0
52720;10/01/2025;30/01/2025;3753165000122;SUPERM SANTOS E;132.01;5;112,99;2,16;0;1;MS;;0
32564;08/01/2025;30/01/2025;1274396000632;DAMASCENO E DAM;132.01;413;374,28;35,98;0;1;MS;;0
22434;31/12/2024;30/01/2025;12075667000213;S PIRES PIRATIN;132.01;402;287,06;11,02;0;1;MS;;0
43622;09/01/2025;30/01/2025;2318826000200;MERCADO VERATTI;132.01;23;1.579,21;0;0;1;MS;;0
2564;16/01/2025;30/01/2025;7028514000528;CENTRAL SUPERME;132.01;6;1.120,12;187,03;0;1;MS;;0
14157;16/01/2025;30/01/2025;9544424000272;BENTAO ATACADO;132.01;23;153,58;0;0;3;MS;;0
122;29/01/2025;30/01/2025;35795689000172;MERCADO CANAA;196.12;0;312,5;0;0;1;MS;;0
5871;14/01/2025;30/01/2025;6974546000120;MERCADO AVENIDA;132.02;19;367,05;19,03;0;1;MS;;0
28892;16/01/2025;30/01/2025;12075667000728;SM PIRES TIRADE;132.02;801;101,73;14,36;0;1;MS;;0
11943;17/01/2025;30/01/2025;15757937000183;ODARA COMERCIO;132.02;403;254,82;8,9;0;2;MS;;0
1306;16/12/2024;30/01/2025;13143965000185;MERCADO GRANJIN;132.02;5;205,01;0;0;1;MS;;0
498;08/01/2025;30/01/2025;50806425000160;JAQUELINE DE AL;132.02;455;93,78;0;0;1;MS;;0
59294;14/01/2025;30/01/2025;2291605000104;DEWES E CIA;132.02;407;365,23;96,16;0;3;MS;;0
597;03/08/2024;30/01/2025;26676257000151;AMOROSO DELICA;132.02;5;102,62;0;0;1;MS;;0
246;21/01/2025;30/01/2025;10806872000103;MINI MERCADO M;132.02;5;148,32;0;0;2;MS;;0
704218;30/01/2025;30/01/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;633,65;0;0;2;MS;AJUSTE ESTO;QUE            0
451012;24/01/2025;31/01/2025;46389383000566;A-BDF NIVEA LTD;212.01;0;6.197,27;0;0;1;SP;;0
451013;24/01/2025;31/01/2025;46389383000566;A-BDF NIVEA LTD;212.01;0;767.516,98;0;0;1;SP;;0
451113;25/01/2025;31/01/2025;46389383000566;A-BDF NIVEA LTD;299.40;0;8.710,00;0;0;1;SP;;0
80188;17/01/2025;31/01/2025;9544424000191;NUTRI SHOPPING;132.01;23;168,84;0;0;2;MS;;0
80187;17/01/2025;31/01/2025;9544424000191;NUTRI SHOPPING;132.01;23;145,66;0;0;2;MS;;0
8383;09/01/2025;31/01/2025;1274396000128;SUPERMERCADO PR;132.01;800;748,56;71,95;0;1;MS;;0
20248;15/01/2025;31/01/2025;46876542000123;FERNANDES SUPER;132.01;14;467,03;0;0;1;MS;;0
4400;24/01/2025;31/01/2025;33168717000600;RINCAO ATACADIS;132.01;12;52,43;0;0;1;MS;;0
9084;20/01/2025;31/01/2025;9531413000177;NUNES SUPERMERC;132.01;403;125,72;5,35;0;1;MS;;0
27607;21/01/2025;31/01/2025;24632432000183;SUPERMERCADO GU;132.01;9;106,45;0;0;1;MS;;0
10618;24/01/2025;31/01/2025;4265309000407;OLIVEIRA & ESQU;132.01;9;178,5;0;0;1;MS;;0
123066;23/01/2025;31/01/2025;18862844000107;CIDADE BRANCA S;132.01;14;90,4;10,04;0;1;MS;;0
62079;22/01/2025;31/01/2025;2318826000633;MERCADO VERATI;132.01;23;166,22;0;0;1;MS;;0
743;24/01/2025;31/01/2025;26676257000151;AMOROSO DELICA;132.01;5;52,06;0;0;1;MS;;0
44420;22/01/2025;31/01/2025;33168717000368;RINCAO ATACADIS;132.01;12;157,97;0;0;1;MS;;0
124134;23/01/2025;31/01/2025;33168717000104;SUPERMERCADO SA;132.01;12;502,87;0;0;1;MS;;0
1471;24/01/2025;31/01/2025;9531413001149;NUNES SUPERMERC;132.01;23;15,88;0;0;1;MS;;0
7705;08/01/2025;31/01/2025;10513998000939;BONANCA COMERC;132.01;402;442,23;13,04;0;1;MS;;0
3317;08/01/2025;31/01/2025;10513998001587;SUPERMERCADO PI;132.01;402;200,55;0;0;1;MS;;0
26998;10/01/2025;31/01/2025;7297361000190;CENTRAL MAX;132.01;5;451,27;13,87;0;1;MS;;0
27000;10/01/2025;31/01/2025;7297361000190;CENTRAL MAX;132.01;5;185,72;0;0;1;MS;;0
17092;09/01/2025;31/01/2025;1547436000168;SUPERMERCADO AQ;132.01;3;115,29;0;0;1;MS;;0
21232;08/01/2025;31/01/2025;10513998000343;SUPERMERCADO PI;132.01;402;557,96;11,02;0;1;MS;;0
40635;08/01/2025;31/01/2025;10513998000262;SUPERMERCADO PI;132.01;402;270,9;0;0;1;MS;;0
1205636;20/01/2025;31/01/2025;5075152000177;ZZ MUNDIAL;299.67;0;34.206,80;0;0;1;SP;;0
704848;31/01/2025;31/01/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;14,11;0;0;2;MS;AJUSTE ESTO;QUE            0
704901;31/01/2025;31/01/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;28,22;0;0;2;MS;AJUSTE DE E;STOQUE         0
